Country,Refining share,Label,Area,Stakeholder,Indicator,Value,Area if each stakeholder has the same weight,Subcategory
Korea,0.034159688,Korea 3.4%,0.00189776,Workers,"Sector average wage, per month",1,0.001219989,Fair Salary
Korea,0.034159688,Korea 3.4%,0.00189776,Workers,Trade union density,5,0.001219989,Freedom of association and collective bargaining
Korea,0.034159688,Korea 3.4%,0.00189776,Workers,Weekly hours of work per employee,2,0.001219989,Working time
Korea,0.034159688,Korea 3.4%,0.00189776,Workers,Women in the sectoral labour force,2,0.001219989,Discrimination
Korea,0.034159688,Korea 3.4%,0.00189776,Workers,Workers affected by natural disasters,1,0.001219989,Health and Safety
Russia,0.032557252,Russia 3.3%,0.001808736,Local Community,Drinking water coverage,5,0.002034828,Safe and healthy living conditions
Russia,0.032557252,Russia 3.3%,0.001808736,Local Community,International Migrant Stock,3,0.002034828,Migration
Russia,0.032557252,Russia 3.3%,0.001808736,Local Community,Presence of indigenous population,3,0.002034828,Respect of indigenous rights
Russia,0.032557252,Russia 3.3%,0.001808736,Local Community,Sanitation coverage,3,0.002034828,Safe and healthy living conditions
Russia,0.032557252,Russia 3.3%,0.001808736,Society,Embodied value added total,3,0.001356552,Contribution to economic development
Russia,0.032557252,Russia 3.3%,0.001808736,Society,Global Peace Index,5,0.001356552,Health and Safety
Russia,0.032557252,Russia 3.3%,0.001808736,Society,"Health expenditure, total",3,0.001356552,Health and Safety
Russia,0.032557252,Russia 3.3%,0.001808736,Society,"Illiteracy rate, total",1,0.001356552,Contribution to economic development
Russia,0.032557252,Russia 3.3%,0.001808736,Society,Life expectancy at birth,2,0.001356552,Health and Safety
Russia,0.032557252,Russia 3.3%,0.001808736,Society,Public expenditure on education,3,0.001356552,Contribution to economic development
Russia,0.032557252,Russia 3.3%,0.001808736,Value Chain Actors,Public sector corruption,5,0.008139313,Corruption
Russia,0.032557252,Russia 3.3%,0.001808736,Workers,"Children in employment, total",4,0.001162759,Child labour
Russia,0.032557252,Russia 3.3%,0.001808736,Workers,Evidence of violations of laws and employment regulations,3,0.001162759,"Social benefits, legal issues"
Russia,0.032557252,Russia 3.3%,0.001808736,Workers,"Sector average wage, per month",2,0.001162759,Fair Salary
Russia,0.032557252,Russia 3.3%,0.001808736,Workers,Trade union density,4,0.001162759,Freedom of association and collective bargaining
Russia,0.032557252,Russia 3.3%,0.001808736,Workers,Weekly hours of work per employee,4,0.001162759,Working time
Russia,0.032557252,Russia 3.3%,0.001808736,Workers,Women in the sectoral labour force,1,0.001162759,Discrimination
Russia,0.032557252,Russia 3.3%,0.001808736,Workers,Workers affected by natural disasters,1,0.001162759,Health and Safety
Rest of the world,0.174532303,Rest of the world 17.5%,0.174532303,,,3.012544434,0.174532303,
